object,color,count_base,count_pattern,p_base,p_pattern,binding_strength,binding_gap,p_obj,p_color,p_joint,pmi,ppmi,npmi,binding_score,category
bag,green,105,4,0.018547959724430314,0.0007065889418830596,0.0380952380952381,0.017841370782547255,0.009435424594106736,0.011595521798480932,6.666966680167274e-06,-2.7979251656546578,0.0,-0.23475784862392443,0.0,under
bag,pink,148,1,0.026143790849673203,0.0001766472354707649,0.006756756756756757,0.025967143614202437,0.009435424594106736,0.007897022032658137,1.6667416700418185e-06,-3.8000862855696376,0.0,-0.2856211295197163,0.0,under
bag,orange,41,0,0.00724253665430136,0.0,0.0,0.00724253665430136,0.009435424594106736,0.004475201384062283,0.0,-5.074376067040501,0.0,-1.0,0.0,never
bag,purple,41,1,0.00724253665430136,0.0001766472354707649,0.024390243902439025,0.007065889418830596,0.009435424594106736,0.003536825823828739,1.6667416700418185e-06,-2.996830220024836,0.0,-0.22524699917281074,0.0,under
bag,white,150,3,0.026497085320614733,0.0005299417064122947,0.02,0.025967143614202437,0.009435424594106736,0.026127842419575546,5.000225010125456e-06,-3.8979897715023193,0.0,-0.3193495775223078,0.0,under
bag,black,469,8,0.08284755343578873,0.0014131778837661192,0.017057569296375266,0.08143437555202261,0.009435424594106736,0.031599755322322835,1.3333933360334548e-05,-3.107308390973109,0.0,-0.2768154541771309,0.0,under
bag,brown,143,7,0.02526055467231938,0.0012365306482953543,0.04895104895104895,0.024024024024024024,0.009435424594106736,0.006370286662899831,1.166719169029273e-05,-1.639334876595812,0.0,-0.14432378511954455,0.0,under
frog,blue,2,0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0004333528342108728,0.01797247542806093,0.0,-5.074376067040501,0.0,-1.0,0.0,never
frog,yellow,5,1,0.019230769230769232,0.0038461538461538464,0.2,0.015384615384615385,0.0004333528342108728,0.0064769581297825065,1.6667416700418185e-06,-0.5211773277671601,0.0,-0.03917259921233854,0.0,under
frog,red,10,1,0.038461538461538464,0.0038461538461538464,0.1,0.03461538461538462,0.0004333528342108728,0.016022387674112,1.6667416700418185e-06,-1.426913325895591,0.0,-0.10724930047422346,0.0,under
frog,green,27,6,0.10384615384615385,0.023076923076923078,0.2222222222222222,0.08076923076923077,0.0004333528342108728,0.011595521798480932,1.0000450020250911e-05,0.6882141454746389,0.6882141454746389,0.059777754805078256,6.882451165048816e-06,positive
