key,n_pairs,accuracy_mean,accuracy_sd,npmi_mean
never,41,0.5447154471544715,0.37831531822712106,-1.0
positive,8,0.8916666666666667,0.13411230782859235,0.05604181169340236
under,71,0.7892018779342723,0.28432027213737865,-0.16988030240490892
